text,key
boy is <mask> than stone,larger
lady is <mask> than finger,larger
horse is <mask> than shore,smaller
ground is <mask> than hand,larger
king is <mask> than lip,larger
bow is <mask> than place,smaller
train is <mask> than throat,larger
king is <mask> than bed,smaller
daughter is <mask> than stream,smaller
lady is <mask> than suit,larger
child is <mask> than stream,smaller
bag is <mask> than car,smaller
patient is <mask> than bottle,larger
phone is <mask> than store,smaller
father is <mask> than goose,larger
world is <mask> than body,larger
bank is <mask> than sun,smaller
magazine is <mask> than floor,smaller
person is <mask> than anchor,smaller
teacher is <mask> than door,smaller
house is <mask> than town,smaller
boat is <mask> than train,smaller
beard is <mask> than chin,larger
brother is <mask> than road,smaller
eye is <mask> than train,smaller
person is <mask> than office,smaller
daughter is <mask> than city,smaller
eye is <mask> than door,smaller
body is <mask> than step,larger
stone is <mask> than mountain,smaller
train is <mask> than book,larger
eye is <mask> than lip,larger
messenger is <mask> than boat,smaller
person is <mask> than lady,larger
everything is <mask> than face,larger
gentleman is <mask> than gate,larger
head is <mask> than seal,smaller
book is <mask> than hand,larger
ground is <mask> than sea,smaller
train is <mask> than hand,larger
river is <mask> than end,larger
lady is <mask> than parcel,larger
boy is <mask> than eye,larger
lover is <mask> than object,larger
father is <mask> than shirt,larger
chest is <mask> than breath,larger
finger is <mask> than face,smaller
cup is <mask> than floor,smaller
boat is <mask> than breath,larger
wife is <mask> than face,larger
horse is <mask> than suit,larger
home is <mask> than farm,smaller
person is <mask> than restaurant,smaller
horse is <mask> than face,larger
foot is <mask> than stair,smaller
child is <mask> than glass,larger
lung is <mask> than continent,smaller
brother is <mask> than sea,smaller
boat is <mask> than wind,larger
father is <mask> than ship,smaller
stone is <mask> than stream,smaller
gentleman is <mask> than boat,smaller
bank is <mask> than phone,larger
hat is <mask> than button,larger
body is <mask> than doorway,smaller
parcel is <mask> than house,smaller
sun is <mask> than road,larger
arm is <mask> than road,smaller
poet is <mask> than piece,larger
house is <mask> than hand,larger
sea is <mask> than shore,larger
dinner is <mask> than wife,smaller
boat is <mask> than head,larger
boy is <mask> than boat,smaller
world is <mask> than magazine,larger
violin is <mask> than floor,smaller
river is <mask> than boy,larger
foot is <mask> than teacher,smaller
everything is <mask> than child,larger
father is <mask> than bench,larger
clothes is <mask> than store,smaller
person is <mask> than food,larger
train is <mask> than dress,larger
person is <mask> than hair,larger
lamp is <mask> than light,larger
foot is <mask> than chair,smaller
hill is <mask> than hand,larger
ice is <mask> than state,smaller
house is <mask> than wife,larger
daughter is <mask> than eye,larger
sun is <mask> than beard,larger
bag is <mask> than eye,larger
stone is <mask> than city,smaller
pocket is <mask> than knife,larger
father is <mask> than chin,larger
person is <mask> than finger,larger
daughter is <mask> than head,larger
phone is <mask> than floor,smaller
cup is <mask> than sea,smaller
lady is <mask> than friend,larger
person is <mask> than gate,smaller
world is <mask> than light,larger
sun is <mask> than something,larger
hill is <mask> than door,larger
arm is <mask> than brick,larger
father is <mask> than bottle,larger
father is <mask> than hat,larger
foot is <mask> than shoulder,smaller
car is <mask> than truck,smaller
body is <mask> than element,larger
tree is <mask> than child,larger
sun is <mask> than step,larger
hat is <mask> than door,smaller
person is <mask> than child,larger
brother is <mask> than horse,smaller
foot is <mask> than camp,smaller
world is <mask> than room,larger
patient is <mask> than eye,larger
brick is <mask> than hand,larger
person is <mask> than hand,larger
temple is <mask> than flood,smaller
home is <mask> than town,smaller
window is <mask> than tree,smaller
door is <mask> than throat,larger
sea is <mask> than bed,larger
air is <mask> than face,larger
office is <mask> than king,larger
body is <mask> than friend,larger
office is <mask> than boy,larger
bayonet is <mask> than hand,larger
lover is <mask> than hand,larger
world is <mask> than hand,larger
river is <mask> than child,larger
shop is <mask> than house,larger
office is <mask> than state,smaller
office is <mask> than head,larger
child is <mask> than ear,larger
sea is <mask> than room,larger
ship is <mask> than wife,larger
lady is <mask> than child,larger
foot is <mask> than messenger,smaller
arm is <mask> than knife,larger
boat is <mask> than store,smaller
food is <mask> than house,smaller
daughter is <mask> than king,smaller
person is <mask> than brother,larger
someone is <mask> than dress,larger
sail is <mask> than hand,larger
sun is <mask> than door,larger
system is <mask> than room,larger
office is <mask> than corner,larger
father is <mask> than store,smaller
patient is <mask> than town,smaller
tree is <mask> than shore,smaller
dinner is <mask> than place,smaller
person is <mask> than button,larger
parcel is <mask> than floor,smaller
ball is <mask> than knee,smaller
someone is <mask> than door,smaller
coach is <mask> than city,smaller
king is <mask> than room,smaller
gentleman is <mask> than dress,larger
tree is <mask> than hand,larger
head is <mask> than tree,smaller
poet is <mask> than face,larger
boat is <mask> than eye,larger
daughter is <mask> than shore,smaller
piano is <mask> than room,smaller
river is <mask> than arm,larger
boat is <mask> than anchor,larger
person is <mask> than bow,larger
person is <mask> than place,smaller
foot is <mask> than shore,smaller
piano is <mask> than place,smaller
lady is <mask> than wife,larger
nose is <mask> than hair,larger
room is <mask> than floor,larger
nose is <mask> than eye,larger
dinner is <mask> than bottle,larger
chair is <mask> than door,smaller
house is <mask> than daughter,larger
door is <mask> than grass,larger
person is <mask> than lamp,larger
gentleman is <mask> than daughter,larger
someone is <mask> than shirt,larger
stone is <mask> than car,smaller
glass is <mask> than continent,smaller
bed is <mask> than continent,smaller
father is <mask> than train,smaller
current is <mask> than ash,larger
body is <mask> than cross,smaller
ship is <mask> than light,larger
corner is <mask> than scene,smaller
father is <mask> than throat,larger
chair is <mask> than bed,smaller
step is <mask> than stone,larger
arm is <mask> than town,smaller
victim is <mask> than room,smaller
step is <mask> than car,smaller
gentleman is <mask> than glass,larger
glass is <mask> than bottle,larger
daughter is <mask> than lover,larger
someone is <mask> than room,smaller
gentleman is <mask> than tree,larger
vessel is <mask> than friend,larger
father is <mask> than bed,smaller
horse is <mask> than friend,larger
sun is <mask> than middle,larger
someone is <mask> than arm,larger
finger is <mask> than shoulder,smaller
head is <mask> than ship,smaller
person is <mask> than pedestal,larger
restaurant is <mask> than piece,larger
city is <mask> than door,larger
house is <mask> than home,larger
tree is <mask> than someone,larger
child is <mask> than lamp,larger
vessel is <mask> than road,smaller
office is <mask> than suit,larger
clothes is <mask> than head,larger
finger is <mask> than arm,smaller
messenger is <mask> than purse,larger
river is <mask> than sail,larger
daughter is <mask> than knee,larger
cross is <mask> than foot,larger
city is <mask> than picture,larger
coach is <mask> than office,smaller
person is <mask> than current,smaller
person is <mask> than bayonet,larger
light is <mask> than shore,smaller
step is <mask> than friend,smaller
person is <mask> than shop,smaller
father is <mask> than restaurant,smaller
person is <mask> than tree,larger
person is <mask> than chest,larger
daughter is <mask> than breath,larger
chair is <mask> than wall,smaller
brother is <mask> than head,larger
office is <mask> than tree,larger
hat is <mask> than knife,larger
child is <mask> than sip,larger
messenger is <mask> than child,larger
shirt is <mask> than picture,larger
head is <mask> than piece,larger
brother is <mask> than messenger,larger
sun is <mask> than temple,larger
nose is <mask> than light,smaller
daughter is <mask> than dress,larger
everything is <mask> than mouth,larger
teacher is <mask> than block,larger
person is <mask> than friend,larger
body is <mask> than base,larger
sun is <mask> than town,larger
hair is <mask> than throat,smaller
wife is <mask> than store,smaller
office is <mask> than watch,larger
street is <mask> than ship,larger
child is <mask> than throat,larger
father is <mask> than door,smaller
boat is <mask> than room,larger
dinner is <mask> than room,smaller
teacher is <mask> than face,larger
tree is <mask> than bottle,larger
finger is <mask> than object,smaller
king is <mask> than book,larger
father is <mask> than king,larger
place is <mask> than room,larger
eye is <mask> than stream,smaller
sail is <mask> than vessel,smaller
head is <mask> than picture,smaller
lady is <mask> than effect,larger
knife is <mask> than end,smaller
car is <mask> than road,smaller
meal is <mask> than house,smaller
wife is <mask> than shirt,larger
knife is <mask> than base,smaller
fox is <mask> than watch,larger
ship is <mask> than picture,larger
horse is <mask> than tree,larger
wife is <mask> than road,smaller
world is <mask> than street,larger
meal is <mask> than home,smaller
wall is <mask> than door,larger
hair is <mask> than mouth,smaller
office is <mask> than light,larger
magistrate is <mask> than place,smaller
friend is <mask> than continent,smaller
hill is <mask> than town,smaller
gentleman is <mask> than scene,smaller
messenger is <mask> than vessel,smaller
foot is <mask> than strap,larger
someone is <mask> than stone,larger
breath is <mask> than throat,smaller
body is <mask> than head,larger
train is <mask> than head,larger
place is <mask> than light,larger
ice is <mask> than basin,smaller
glass is <mask> than face,smaller
place is <mask> than boat,larger
city is <mask> than direction,larger
boy is <mask> than camp,smaller
clock is <mask> than dinner,smaller
person is <mask> than wall,smaller
office is <mask> than call,larger
nose is <mask> than head,smaller
back is <mask> than hand,larger
brother is <mask> than river,smaller
place is <mask> than gate,larger
home is <mask> than car,larger
bank is <mask> than road,larger
state is <mask> than body,larger
foot is <mask> than door,smaller
meal is <mask> than ship,smaller
energy is <mask> than book,larger
person is <mask> than coach,larger
finger is <mask> than scene,smaller
magazine is <mask> than wind,smaller
home is <mask> than shore,smaller
ground is <mask> than bank,larger
person is <mask> than poet,larger
window is <mask> than head,larger
head is <mask> than room,smaller
person is <mask> than bag,larger
finger is <mask> than front,smaller
teacher is <mask> than child,larger
tree is <mask> than rope,larger
beard is <mask> than picture,larger
daughter is <mask> than boat,smaller
boy is <mask> than wife,smaller
state is <mask> than place,larger
river is <mask> than bed,larger
stone is <mask> than eye,larger
bag is <mask> than arm,smaller
wall is <mask> than head,larger
everything is <mask> than state,larger
house is <mask> than road,larger
wife is <mask> than stream,smaller
head is <mask> than phone,larger
victim is <mask> than throat,larger
ice is <mask> than town,smaller
lady is <mask> than bottle,larger
eye is <mask> than purse,smaller
everything is <mask> than town,larger
sea is <mask> than place,larger
back is <mask> than car,smaller
house is <mask> than door,larger
shop is <mask> than floor,larger
house is <mask> than seal,larger
person is <mask> than hinge,larger
dinner is <mask> than car,smaller
brother is <mask> than farm,smaller
nose is <mask> than face,smaller
side is <mask> than street,smaller
lady is <mask> than doorway,smaller
body is <mask> than rope,larger
person is <mask> than throat,larger
horse is <mask> than door,larger
body is <mask> than horse,smaller
everything is <mask> than hand,larger
someone is <mask> than horse,smaller
elbow is <mask> than knee,smaller
patient is <mask> than bed,smaller
shop is <mask> than world,smaller
daughter is <mask> than rain,larger
boat is <mask> than basin,larger
lady is <mask> than horse,smaller
magistrate is <mask> than town,smaller
messenger is <mask> than town,smaller
person is <mask> than knee,larger
door is <mask> than child,larger
magistrate is <mask> than city,smaller
person is <mask> than messenger,larger
father is <mask> than river,smaller
hat is <mask> than face,smaller
father is <mask> than friend,larger
ball is <mask> than glass,smaller
fox is <mask> than wall,smaller
cross is <mask> than door,smaller
arm is <mask> than knee,larger
piece is <mask> than face,smaller
bay is <mask> than head,larger
child is <mask> than bed,smaller
sun is <mask> than effect,larger
child is <mask> than shore,smaller
arm is <mask> than room,smaller
sun is <mask> than piece,larger
element is <mask> than picture,smaller
brother is <mask> than floor,smaller
lady is <mask> than mouth,larger
step is <mask> than hand,larger
father is <mask> than phone,larger
place is <mask> than cross,larger
daughter is <mask> than ear,larger
brick is <mask> than piece,larger
seed is <mask> than road,smaller
cup is <mask> than face,smaller
fox is <mask> than head,larger
side is <mask> than face,larger
piece is <mask> than floor,smaller
someone is <mask> than scene,smaller
brother is <mask> than friend,larger
eye is <mask> than piece,larger
hat is <mask> than gate,smaller
person is <mask> than book,larger
back is <mask> than wall,smaller
sail is <mask> than wind,smaller
king is <mask> than mountain,smaller
father is <mask> than fist,larger
rope is <mask> than stream,smaller
gentleman is <mask> than horse,smaller
shop is <mask> than friend,larger
lad is <mask> than hand,larger
coast is <mask> than sea,smaller
shop is <mask> than eye,larger
poet is <mask> than mouth,larger
ground is <mask> than back,larger
ear is <mask> than shore,smaller
boy is <mask> than elbow,larger
someone is <mask> than river,smaller
person is <mask> than block,larger
hat is <mask> than bag,smaller
person is <mask> than newspaper,larger
sea is <mask> than cross,larger
hat is <mask> than meal,larger
window is <mask> than room,smaller
boy is <mask> than hand,larger
finger is <mask> than piece,smaller
head is <mask> than fist,larger
child is <mask> than room,smaller
banker is <mask> than door,smaller
brother is <mask> than continent,smaller
foot is <mask> than continent,smaller
fist is <mask> than book,smaller
father is <mask> than horse,smaller
gentleman is <mask> than head,larger
chair is <mask> than face,larger
ice is <mask> than body,smaller
window is <mask> than sun,smaller
person is <mask> than coast,smaller
gentleman is <mask> than flood,smaller
door is <mask> than room,smaller
body is <mask> than light,larger
father is <mask> than something,larger
tree is <mask> than gate,larger
tree is <mask> than book,larger
person is <mask> than energy,smaller
town is <mask> than tree,larger
hill is <mask> than face,larger
system is <mask> than element,larger
cup is <mask> than head,smaller
river is <mask> than vessel,larger
poet is <mask> than king,larger
horse is <mask> than cross,larger
daughter is <mask> than dinner,larger
someone is <mask> than gate,smaller
house is <mask> than light,larger
father is <mask> than teacher,larger
tree is <mask> than continent,smaller
teacher is <mask> than boat,smaller
tree is <mask> than wind,smaller
body is <mask> than stream,smaller
father is <mask> than finger,larger
king is <mask> than someone,larger
chair is <mask> than sun,smaller
someone is <mask> than bed,smaller
lamp is <mask> than road,smaller
chest is <mask> than foot,larger
river is <mask> than ship,larger
person is <mask> than scene,smaller
body is <mask> than tree,smaller
brother is <mask> than piece,larger
father is <mask> than car,smaller
coach is <mask> than ship,smaller
wall is <mask> than doorway,larger
sea is <mask> than body,larger
sail is <mask> than mouth,larger
coach is <mask> than dinner,larger
room is <mask> than head,larger
chair is <mask> than teacher,smaller
deck is <mask> than pocket,larger
fox is <mask> than bag,larger
everything is <mask> than step,larger
boy is <mask> than horse,smaller
lady is <mask> than face,larger
volunteer is <mask> than room,smaller
child is <mask> than seal,smaller
home is <mask> than boy,larger
anchor is <mask> than stream,smaller
sun is <mask> than throat,larger
sun is <mask> than meal,larger
hat is <mask> than eye,larger
hat is <mask> than town,smaller
window is <mask> than place,smaller
poet is <mask> than book,larger
house is <mask> than suit,larger
gentleman is <mask> than face,larger
lock is <mask> than head,smaller
messenger is <mask> than hand,larger
door is <mask> than picture,larger
father is <mask> than town,smaller
sea is <mask> than floor,larger
chest is <mask> than eye,larger
foot is <mask> than floor,smaller
chest is <mask> than sea,smaller
horse is <mask> than train,smaller
someone is <mask> than throat,larger
person is <mask> than lip,larger
boy is <mask> than sip,larger
side is <mask> than city,smaller
sun is <mask> than wind,larger
messenger is <mask> than road,smaller
person is <mask> than home,smaller
car is <mask> than gate,larger
lock is <mask> than face,smaller
king is <mask> than farm,smaller
boat is <mask> than light,larger
house is <mask> than knife,larger
father is <mask> than foot,larger
knife is <mask> than head,smaller
someone is <mask> than knife,larger
car is <mask> than head,larger
watch is <mask> than door,smaller
goose is <mask> than dinner,larger
hat is <mask> than place,smaller
place is <mask> than floor,larger
person is <mask> than nose,larger
child is <mask> than face,larger
person is <mask> than bench,smaller
sun is <mask> than face,larger
knife is <mask> than mouth,larger
ship is <mask> than shore,smaller
person is <mask> than continent,smaller
person is <mask> than lock,larger
boy is <mask> than floor,smaller
newspaper is <mask> than wind,smaller
everything is <mask> than bed,larger
sun is <mask> than city,larger
person is <mask> than vessel,smaller
hill is <mask> than scene,smaller
house is <mask> than breath,larger
wall is <mask> than glass,larger
arm is <mask> than ball,larger
door is <mask> than face,larger
boy is <mask> than flood,smaller
gentleman is <mask> than car,smaller
wall is <mask> than tree,smaller
victim is <mask> than floor,smaller
tree is <mask> than town,smaller
someone is <mask> than wind,smaller
sun is <mask> than rain,larger
lady is <mask> than city,smaller
bag is <mask> than back,smaller
head is <mask> than ear,larger
place is <mask> than tree,larger
cross is <mask> than floor,smaller
someone is <mask> than phone,larger
person is <mask> than doorway,smaller
brother is <mask> than dress,larger
city is <mask> than breath,larger
someone is <mask> than street,smaller
brother is <mask> than king,larger
person is <mask> than ear,larger
current is <mask> than hand,larger
back is <mask> than tree,smaller
picture is <mask> than light,smaller
nose is <mask> than fist,smaller
gentleman is <mask> than knee,larger
place is <mask> than grass,larger
gentleman is <mask> than dinner,larger
strap is <mask> than head,smaller
teacher is <mask> than mouth,larger
basin is <mask> than face,larger
base is <mask> than place,larger
candidate is <mask> than city,smaller
person is <mask> than disciple,larger
person is <mask> than mountain,smaller
brother is <mask> than boat,smaller
river is <mask> than rain,larger
boy is <mask> than bow,larger
father is <mask> than food,larger
brother is <mask> than knife,larger
ice is <mask> than place,smaller
tree is <mask> than rain,larger
patient is <mask> than flood,smaller
lover is <mask> than face,larger
someone is <mask> than place,smaller
father is <mask> than watch,larger
brother is <mask> than mouth,larger
ash is <mask> than door,smaller
meal is <mask> than room,smaller
purse is <mask> than dress,smaller
sip is <mask> than mouth,smaller
person is <mask> than piano,smaller
train is <mask> than coal,larger
daughter is <mask> than book,larger
foot is <mask> than sea,smaller
fox is <mask> than step,larger
car is <mask> than tree,smaller
gate is <mask> than farm,smaller
basin is <mask> than floor,smaller
messenger is <mask> than room,smaller
ear is <mask> than hand,smaller
head is <mask> than mouth,larger
window is <mask> than house,smaller
house is <mask> than way,smaller
shirt is <mask> than floor,smaller
head is <mask> than chin,larger
someone is <mask> than newspaper,larger
king is <mask> than picture,larger
cup is <mask> than step,smaller
state is <mask> than picture,larger
town is <mask> than store,larger
patient is <mask> than stone,larger
vessel is <mask> than head,larger
town is <mask> than piece,smaller
king is <mask> than head,larger
grass is <mask> than road,smaller
lad is <mask> than face,larger
eye is <mask> than rope,smaller
stone is <mask> than beach,smaller
arm is <mask> than ear,larger
lock is <mask> than floor,smaller
food is <mask> than home,smaller
brother is <mask> than store,smaller
piece is <mask> than city,smaller
mountain is <mask> than shore,larger
sun is <mask> than bow,larger
lady is <mask> than rain,larger
house is <mask> than city,smaller
current is <mask> than bow,larger
arm is <mask> than patient,smaller
world is <mask> than bottle,larger
wall is <mask> than something,larger
harlot is <mask> than hand,larger
wall is <mask> than horse,larger
street is <mask> than head,larger
father is <mask> than child,larger
lady is <mask> than restaurant,smaller
coach is <mask> than friend,larger
shop is <mask> than street,smaller
horse is <mask> than ball,larger
body is <mask> than bed,smaller
boy is <mask> than newspaper,larger
piece is <mask> than horse,smaller
train is <mask> than mouth,larger
teacher is <mask> than doorway,smaller
sun is <mask> than dinner,larger
shoulder is <mask> than arm,smaller
state is <mask> than suit,larger
goose is <mask> than room,smaller
floor is <mask> than face,larger
abode is <mask> than hill,smaller
coach is <mask> than child,larger
brother is <mask> than eye,larger
father is <mask> than state,smaller
office is <mask> than street,smaller
king is <mask> than glass,larger
piece is <mask> than wall,smaller
horse is <mask> than knee,larger
phone is <mask> than car,smaller
finger is <mask> than basin,smaller
lady is <mask> than head,larger
foot is <mask> than world,smaller
seal is <mask> than horse,smaller
home is <mask> than body,larger
lover is <mask> than camp,smaller
foot is <mask> than ship,smaller
sea is <mask> than breath,larger
factory is <mask> than continent,smaller
head is <mask> than car,smaller
child is <mask> than hand,larger
bag is <mask> than room,smaller
hat is <mask> than hair,larger
foot is <mask> than vessel,smaller
person is <mask> than strap,larger
foot is <mask> than bank,smaller
clock is <mask> than child,smaller
system is <mask> than king,larger
train is <mask> than piece,larger
chair is <mask> than dinner,larger
wife is <mask> than bed,smaller
food is <mask> than mouth,smaller
finger is <mask> than room,smaller
world is <mask> than bay,larger
boy is <mask> than phone,larger
sun is <mask> than grass,larger
office is <mask> than step,larger
fist is <mask> than knee,larger
watch is <mask> than body,smaller
messenger is <mask> than king,larger
father is <mask> than meal,larger
teacher is <mask> than place,smaller
child is <mask> than floor,smaller
office is <mask> than hat,larger
child is <mask> than bed,smaller
messenger is <mask> than head,larger
poet is <mask> than hand,larger
lady is <mask> than arm,larger
corner is <mask> than block,smaller
finger is <mask> than ball,smaller
horse is <mask> than hand,larger
person is <mask> than chin,larger
person is <mask> than bank,smaller
boy is <mask> than knee,larger
foot is <mask> than chest,smaller
hand is <mask> than face,smaller
bank is <mask> than everything,smaller
boy is <mask> than town,smaller
dinner is <mask> than glass,larger
nose is <mask> than hand,smaller
place is <mask> than ear,larger
victim is <mask> than town,smaller
river is <mask> than sea,smaller
river is <mask> than head,larger
body is <mask> than town,smaller
stone is <mask> than place,smaller
bed is <mask> than ship,smaller
rope is <mask> than hand,larger
friend is <mask> than door,smaller
side is <mask> than fist,larger
king is <mask> than shore,smaller
spoon is <mask> than mouth,smaller
stream is <mask> than torrent,smaller
friend is <mask> than floor,smaller
father is <mask> than home,smaller
friend is <mask> than farm,smaller
king is <mask> than object,larger
book is <mask> than knee,smaller
brother is <mask> than step,larger
father is <mask> than spoon,larger
boy is <mask> than shore,smaller
person is <mask> than mosquito,larger
lady is <mask> than magazine,larger
tree is <mask> than face,larger
fist is <mask> than face,smaller
magistrate is <mask> than home,smaller
room is <mask> than hand,larger
chair is <mask> than pocket,larger
hand is <mask> than knee,larger
city is <mask> than book,larger
cup is <mask> than bag,smaller
poet is <mask> than bed,smaller
seal is <mask> than hand,larger
bed is <mask> than light,larger
gentleman is <mask> than ear,larger
breath is <mask> than room,smaller
lady is <mask> than road,smaller
boy is <mask> than store,smaller
father is <mask> than farm,smaller
dress is <mask> than knee,larger
chair is <mask> than hand,larger
book is <mask> than road,smaller
patient is <mask> than door,smaller
coach is <mask> than house,smaller
poet is <mask> than head,larger
picture is <mask> than face,larger
arm is <mask> than wife,smaller
patient is <mask> than city,smaller
tree is <mask> than light,larger
bow is <mask> than hand,smaller
horse is <mask> than grass,larger
nose is <mask> than book,smaller
person is <mask> than king,larger
someone is <mask> than violin,larger
scene is <mask> than eye,larger
hat is <mask> than store,smaller
temple is <mask> than city,smaller
eye is <mask> than bottle,smaller
house is <mask> than sink,larger
king is <mask> than shirt,larger
lady is <mask> than place,smaller
hair is <mask> than continent,smaller
brother is <mask> than arm,larger
someone is <mask> than lamp,larger
hand is <mask> than mouth,larger
everything is <mask> than camp,larger
brother is <mask> than town,smaller
father is <mask> than bank,smaller
bay is <mask> than ear,larger
wall is <mask> than city,smaller
boy is <mask> than dinner,larger
horse is <mask> than light,larger
clothes is <mask> than tree,smaller
lady is <mask> than cross,larger
tree is <mask> than lamp,larger
person is <mask> than camp,smaller
head is <mask> than floor,smaller
place is <mask> than continent,smaller
state is <mask> than ear,larger
place is <mask> than door,larger
fox is <mask> than place,smaller
person is <mask> than basin,larger
person is <mask> than magistrate,larger
breath is <mask> than wind,smaller
person is <mask> than bower,smaller
horse is <mask> than stream,smaller
cup is <mask> than chest,smaller
father is <mask> than window,smaller
tree is <mask> than head,larger
finger is <mask> than hand,smaller
bag is <mask> than bed,smaller
everything is <mask> than shore,larger
brother is <mask> than car,smaller
person is <mask> than hill,smaller
body is <mask> than vessel,smaller
piece is <mask> than poet,smaller
person is <mask> than picture,larger
father is <mask> than factory,smaller
patient is <mask> than picture,larger
finger is <mask> than nose,larger
horse is <mask> than camp,smaller
everything is <mask> than place,larger
lady is <mask> than rope,larger
teacher is <mask> than breath,larger
someone is <mask> than ball,larger
head is <mask> than shirt,smaller
seal is <mask> than head,larger
food is <mask> than bed,smaller
friend is <mask> than elbow,larger
bank is <mask> than ship,smaller
ice is <mask> than mountain,smaller
window is <mask> than eye,larger
wife is <mask> than exile,smaller
foot is <mask> than hat,smaller
person is <mask> than stream,smaller
beard is <mask> than mouth,larger
child is <mask> than gate,smaller
foot is <mask> than mountain,smaller
abode is <mask> than foot,larger
hair is <mask> than rope,smaller
meal is <mask> than cup,larger
person is <mask> than hip,larger
shoulder is <mask> than door,smaller
sail is <mask> than mountain,smaller
eye is <mask> than child,smaller
food is <mask> than sea,smaller
face is <mask> than bottle,larger
coach is <mask> than ground,smaller
ground is <mask> than tree,larger
person is <mask> than coal,larger
brother is <mask> than mountain,smaller
lady is <mask> than street,smaller
someone is <mask> than hill,smaller
tree is <mask> than head,larger
bow is <mask> than beach,smaller
block is <mask> than mouth,larger
bed is <mask> than piece,larger
lover is <mask> than shore,smaller
seal is <mask> than everything,smaller
patient is <mask> than face,larger
lady is <mask> than floor,smaller
place is <mask> than something,larger
child is <mask> than dress,larger
home is <mask> than wall,larger
person is <mask> than light,larger
goose is <mask> than place,smaller
side is <mask> than middle,larger
knife is <mask> than dinner,smaller
breath is <mask> than hand,smaller
foot is <mask> than coal,larger
sea is <mask> than ship,larger
bow is <mask> than shore,smaller
foot is <mask> than scene,smaller
cup is <mask> than elbow,larger
ice is <mask> than boat,smaller
hand is <mask> than glass,larger
house is <mask> than bottle,larger
patient is <mask> than train,smaller
patient is <mask> than room,smaller
home is <mask> than wife,larger
arm is <mask> than bed,smaller
daughter is <mask> than room,smaller
lady is <mask> than skirt,larger
bayonet is <mask> than head,larger
eye is <mask> than bed,smaller
ground is <mask> than foot,larger
arm is <mask> than tree,smaller
stone is <mask> than tree,smaller
throat is <mask> than hand,larger
person is <mask> than bottle,larger
king is <mask> than ball,larger
block is <mask> than tree,smaller
head is <mask> than seed,larger
camp is <mask> than shore,smaller
lady is <mask> than shoulder,larger
cup is <mask> than sink,smaller
lamp is <mask> than hand,larger
hand is <mask> than bottle,smaller
place is <mask> than fist,larger
person is <mask> than ball,larger
father is <mask> than sip,larger
foot is <mask> than room,smaller
breath is <mask> than grass,larger
fox is <mask> than mouth,larger
newspaper is <mask> than hand,larger
gentleman is <mask> than fist,larger
arm is <mask> than hand,larger
child is <mask> than head,larger
child is <mask> than road,smaller
watch is <mask> than eye,larger
tree is <mask> than bed,smaller
boy is <mask> than doorway,smaller
street is <mask> than city,smaller
hair is <mask> than place,smaller
chest is <mask> than shoulder,larger
father is <mask> than stream,smaller
lady is <mask> than train,smaller
city is <mask> than piece,larger
beach is <mask> than hand,larger
dinner is <mask> than shore,smaller
lady is <mask> than father,smaller
chest is <mask> than floor,smaller
father is <mask> than newspaper,larger
state is <mask> than wall,larger
foot is <mask> than knee,larger
finger is <mask> than friend,smaller
bag is <mask> than meal,larger
nose is <mask> than doorway,smaller
lady is <mask> than shore,smaller
phone is <mask> than purse,smaller
boy is <mask> than abode,smaller
friend is <mask> than rope,larger
finger is <mask> than seal,smaller
foot is <mask> than bench,smaller
house is <mask> than meal,larger
body is <mask> than door,smaller
stone is <mask> than floor,smaller
breath is <mask> than face,smaller
daughter is <mask> than fist,larger
button is <mask> than hand,smaller
chair is <mask> than clothes,larger
body is <mask> than middle,larger
city is <mask> than camp,larger
fool is <mask> than head,larger
lady is <mask> than store,smaller
train is <mask> than road,smaller
head is <mask> than door,smaller
father is <mask> than violin,larger
gentleman is <mask> than mouth,larger
wife is <mask> than ball,larger
father is <mask> than purse,larger
person is <mask> than victim,larger
sun is <mask> than mountain,larger
tree is <mask> than cross,larger
office is <mask> than eye,larger
system is <mask> than suit,larger
knife is <mask> than place,smaller
breath is <mask> than continent,larger
sun is <mask> than stone,larger
father is <mask> than ball,larger
banker is <mask> than head,larger
boy is <mask> than lip,larger
head is <mask> than book,larger
gentleman is <mask> than town,smaller
hair is <mask> than chin,smaller
scene is <mask> than head,larger
boy is <mask> than friend,larger
father is <mask> than hair,larger
newspaper is <mask> than piece,larger
ice is <mask> than glass,smaller
state is <mask> than ship,larger
everything is <mask> than continent,larger
ship is <mask> than mouth,larger
state is <mask> than scene,larger
person is <mask> than seed,larger
shop is <mask> than door,larger
coach is <mask> than gentleman,larger
brother is <mask> than picture,larger
lady is <mask> than window,larger
horse is <mask> than child,larger
breath is <mask> than floor,smaller
ice is <mask> than ship,smaller
father is <mask> than suit,larger
gentleman is <mask> than boy,larger
lady is <mask> than ball,larger
person is <mask> than fuel,larger
street is <mask> than car,larger
sun is <mask> than flood,larger
body is <mask> than shore,smaller
place is <mask> than town,larger
house is <mask> than king,larger
person is <mask> than banker,larger
coast is <mask> than friend,larger
person is <mask> than magazine,larger
finger is <mask> than lip,larger
person is <mask> than skirt,larger
house is <mask> than body,larger
clothes is <mask> than house,smaller
finger is <mask> than purse,smaller
magistrate is <mask> than room,smaller
house is <mask> than book,larger
dress is <mask> than hand,larger
boy is <mask> than ear,larger
boy is <mask> than door,smaller
place is <mask> than tree,larger
father is <mask> than piano,smaller
hat is <mask> than doorway,smaller
