,text,key
965,gate is smaller than road,smaller
966,chin is smaller than hand,smaller
967,father is larger than dress,larger
968,messenger is smaller than car,smaller
969,cup is larger than mouth,larger
970,train is larger than car,larger
971,chair is larger than foot,larger
972,river is larger than stream,larger
973,banker is larger than hand,larger
974,victim is smaller than place,smaller
975,child is larger than violin,larger
976,person is larger than grass,larger
977,head is larger than knee,larger
978,person is smaller than street,smaller
979,stream is larger than glass,larger
980,father is larger than book,larger
981,everything is larger than eye,larger
982,ground is larger than house,larger
983,head is larger than soul,larger
984,eye is smaller than object,smaller
985,seed is smaller than ship,smaller
986,hat is smaller than wall,smaller
987,eye is smaller than picture,smaller
988,poet is smaller than beach,smaller
989,person is smaller than farm,smaller
990,someone is smaller than home,smaller
991,boy is larger than bottle,larger
992,abode is larger than house,larger
993,bank is smaller than town,smaller
994,side is smaller than state,smaller
995,father is larger than hand,larger
996,boy is larger than stone,larger
997,lady is larger than finger,larger
998,horse is smaller than shore,smaller
999,ground is larger than hand,larger
1000,king is larger than lip,larger
1001,bow is smaller than place,smaller
1002,train is larger than throat,larger
1003,king is smaller than bed,smaller
1004,daughter is smaller than stream,smaller
1005,lady is larger than suit,larger
1006,child is smaller than stream,smaller
1007,bag is smaller than car,smaller
1008,patient is larger than bottle,larger
1009,phone is smaller than store,smaller
1010,father is larger than goose,larger
1011,world is larger than body,larger
1012,bank is smaller than sun,smaller
1013,magazine is smaller than floor,smaller
1014,person is smaller than anchor,smaller
1015,teacher is smaller than door,smaller
1016,house is smaller than town,smaller
1017,boat is smaller than train,smaller
1018,beard is larger than chin,larger
1019,brother is smaller than road,smaller
1020,eye is smaller than train,smaller
1021,person is smaller than office,smaller
1022,daughter is smaller than city,smaller
1023,eye is smaller than door,smaller
1024,body is larger than step,larger
1025,stone is smaller than mountain,smaller
1026,train is larger than book,larger
1027,eye is larger than lip,larger
1028,messenger is smaller than boat,smaller
1029,person is larger than lady,larger
1030,everything is larger than face,larger
1031,gentleman is larger than gate,larger
1032,head is smaller than seal,smaller
1033,book is larger than hand,larger
1034,ground is smaller than sea,smaller
1035,train is larger than hand,larger
1036,river is larger than end,larger
1037,lady is larger than parcel,larger
1038,boy is larger than eye,larger
1039,lover is larger than object,larger
1040,father is larger than shirt,larger
1041,chest is larger than breath,larger
1042,finger is smaller than face,smaller
1043,cup is smaller than floor,smaller
1044,boat is larger than breath,larger
1045,wife is larger than face,larger
1046,horse is larger than suit,larger
1047,home is smaller than farm,smaller
1048,person is smaller than restaurant,smaller
1049,horse is larger than face,larger
1050,foot is smaller than stair,smaller
1051,child is larger than glass,larger
1052,lung is smaller than continent,smaller
1053,brother is smaller than sea,smaller
1054,boat is larger than wind,larger
1055,father is smaller than ship,smaller
1056,stone is smaller than stream,smaller
1057,gentleman is smaller than boat,smaller
1058,bank is larger than phone,larger
1059,hat is larger than button,larger
1060,body is smaller than doorway,smaller
1061,parcel is smaller than house,smaller
1062,sun is larger than road,larger
1063,arm is smaller than road,smaller
1064,poet is larger than piece,larger
1065,house is larger than hand,larger
1066,sea is larger than shore,larger
1067,dinner is smaller than wife,smaller
1068,boat is larger than head,larger
1069,boy is smaller than boat,smaller
1070,world is larger than magazine,larger
1071,violin is smaller than floor,smaller
1072,river is larger than boy,larger
1073,foot is smaller than teacher,smaller
1074,everything is larger than child,larger
1075,father is larger than bench,larger
1076,clothes is smaller than store,smaller
1077,person is larger than food,larger
1078,train is larger than dress,larger
1079,person is larger than hair,larger
1080,lamp is larger than light,larger
1081,foot is smaller than chair,smaller
1082,hill is larger than hand,larger
1083,ice is smaller than state,smaller
1084,house is larger than wife,larger
1085,daughter is larger than eye,larger
1086,sun is larger than beard,larger
1087,bag is larger than eye,larger
1088,stone is smaller than city,smaller
1089,pocket is larger than knife,larger
1090,father is larger than chin,larger
1091,person is larger than finger,larger
1092,daughter is larger than head,larger
1093,phone is smaller than floor,smaller
1094,cup is smaller than sea,smaller
1095,lady is larger than friend,larger
1096,person is smaller than gate,smaller
1097,world is larger than light,larger
1098,sun is larger than something,larger
1099,hill is larger than door,larger
1100,arm is larger than brick,larger
1101,father is larger than bottle,larger
1102,father is larger than hat,larger
1103,foot is smaller than shoulder,smaller
1104,car is smaller than truck,smaller
1105,body is larger than element,larger
1106,tree is larger than child,larger
1107,sun is larger than step,larger
1108,hat is smaller than door,smaller
1109,person is larger than child,larger
1110,brother is smaller than horse,smaller
1111,foot is smaller than camp,smaller
1112,world is larger than room,larger
1113,patient is larger than eye,larger
1114,brick is larger than hand,larger
1115,person is larger than hand,larger
1116,temple is smaller than flood,smaller
1117,home is smaller than town,smaller
1118,window is smaller than tree,smaller
1119,door is larger than throat,larger
1120,sea is larger than bed,larger
1121,air is larger than face,larger
1122,office is larger than king,larger
1123,body is larger than friend,larger
1124,office is larger than boy,larger
1125,bayonet is larger than hand,larger
1126,lover is larger than hand,larger
1127,world is larger than hand,larger
1128,river is larger than child,larger
1129,shop is larger than house,larger
1130,office is smaller than state,smaller
1131,office is larger than head,larger
1132,child is larger than ear,larger
1133,sea is larger than room,larger
1134,ship is larger than wife,larger
1135,lady is larger than child,larger
1136,foot is smaller than messenger,smaller
1137,arm is larger than knife,larger
1138,boat is smaller than store,smaller
1139,food is smaller than house,smaller
1140,daughter is smaller than king,smaller
1141,person is larger than brother,larger
1142,someone is larger than dress,larger
1143,sail is larger than hand,larger
1144,sun is larger than door,larger
1145,system is larger than room,larger
1146,office is larger than corner,larger
1147,father is smaller than store,smaller
1148,patient is smaller than town,smaller
1149,tree is smaller than shore,smaller
1150,dinner is smaller than place,smaller
1151,person is larger than button,larger
1152,parcel is smaller than floor,smaller
1153,ball is smaller than knee,smaller
1154,someone is smaller than door,smaller
1155,coach is smaller than city,smaller
1156,king is smaller than room,smaller
1157,gentleman is larger than dress,larger
1158,tree is larger than hand,larger
1159,head is smaller than tree,smaller
1160,poet is larger than face,larger
1161,boat is larger than eye,larger
1162,daughter is smaller than shore,smaller
1163,piano is smaller than room,smaller
1164,river is larger than arm,larger
1165,boat is larger than anchor,larger
1166,person is larger than bow,larger
1167,person is smaller than place,smaller
1168,foot is smaller than shore,smaller
1169,piano is smaller than place,smaller
1170,lady is larger than wife,larger
1171,nose is larger than hair,larger
1172,room is larger than floor,larger
1173,nose is larger than eye,larger
1174,dinner is larger than bottle,larger
1175,chair is smaller than door,smaller
1176,house is larger than daughter,larger
1177,door is larger than grass,larger
1178,person is larger than lamp,larger
1179,gentleman is larger than daughter,larger
1180,someone is larger than shirt,larger
1181,stone is smaller than car,smaller
1182,glass is smaller than continent,smaller
1183,bed is smaller than continent,smaller
1184,father is smaller than train,smaller
1185,current is larger than ash,larger
1186,body is smaller than cross,smaller
1187,ship is larger than light,larger
1188,corner is smaller than scene,smaller
1189,father is larger than throat,larger
1190,chair is smaller than bed,smaller
1191,step is larger than stone,larger
1192,arm is smaller than town,smaller
1193,victim is smaller than room,smaller
1194,step is smaller than car,smaller
1195,gentleman is larger than glass,larger
1196,glass is larger than bottle,larger
1197,daughter is larger than lover,larger
1198,someone is smaller than room,smaller
1199,gentleman is larger than tree,larger
1200,vessel is larger than friend,larger
1201,father is smaller than bed,smaller
1202,horse is larger than friend,larger
1203,sun is larger than middle,larger
1204,someone is larger than arm,larger
1205,finger is smaller than shoulder,smaller
1206,head is smaller than ship,smaller
1207,person is larger than pedestal,larger
1208,restaurant is larger than piece,larger
1209,city is larger than door,larger
1210,house is larger than home,larger
1211,tree is larger than someone,larger
1212,child is larger than lamp,larger
1213,vessel is smaller than road,smaller
1214,office is larger than suit,larger
1215,clothes is larger than head,larger
1216,finger is smaller than arm,smaller
1217,messenger is larger than purse,larger
1218,river is larger than sail,larger
1219,daughter is larger than knee,larger
1220,cross is larger than foot,larger
1221,city is larger than picture,larger
1222,coach is smaller than office,smaller
1223,person is smaller than current,smaller
1224,person is larger than bayonet,larger
1225,light is smaller than shore,smaller
1226,step is smaller than friend,smaller
1227,person is smaller than shop,smaller
1228,father is smaller than restaurant,smaller
1229,person is larger than tree,larger
1230,person is larger than chest,larger
1231,daughter is larger than breath,larger
1232,chair is smaller than wall,smaller
1233,brother is larger than head,larger
1234,office is larger than tree,larger
1235,hat is larger than knife,larger
1236,child is larger than sip,larger
1237,messenger is larger than child,larger
1238,shirt is larger than picture,larger
1239,head is larger than piece,larger
1240,brother is larger than messenger,larger
1241,sun is larger than temple,larger
1242,nose is smaller than light,smaller
1243,daughter is larger than dress,larger
1244,everything is larger than mouth,larger
1245,teacher is larger than block,larger
1246,person is larger than friend,larger
1247,body is larger than base,larger
1248,sun is larger than town,larger
1249,hair is smaller than throat,smaller
1250,wife is smaller than store,smaller
1251,office is larger than watch,larger
1252,street is larger than ship,larger
1253,child is larger than throat,larger
1254,father is smaller than door,smaller
1255,boat is larger than room,larger
1256,dinner is smaller than room,smaller
1257,teacher is larger than face,larger
1258,tree is larger than bottle,larger
1259,finger is smaller than object,smaller
1260,king is larger than book,larger
1261,father is larger than king,larger
1262,place is larger than room,larger
1263,eye is smaller than stream,smaller
1264,sail is smaller than vessel,smaller
1265,head is smaller than picture,smaller
1266,lady is larger than effect,larger
1267,knife is smaller than end,smaller
1268,car is smaller than road,smaller
1269,meal is smaller than house,smaller
1270,wife is larger than shirt,larger
1271,knife is smaller than base,smaller
1272,fox is larger than watch,larger
1273,ship is larger than picture,larger
1274,horse is larger than tree,larger
1275,wife is smaller than road,smaller
1276,world is larger than street,larger
1277,meal is smaller than home,smaller
1278,wall is larger than door,larger
1279,hair is smaller than mouth,smaller
1280,office is larger than light,larger
1281,magistrate is smaller than place,smaller
1282,friend is smaller than continent,smaller
1283,hill is smaller than town,smaller
1284,gentleman is smaller than scene,smaller
1285,messenger is smaller than vessel,smaller
1286,foot is larger than strap,larger
1287,someone is larger than stone,larger
1288,breath is smaller than throat,smaller
1289,body is larger than head,larger
1290,train is larger than head,larger
1291,place is larger than light,larger
1292,ice is smaller than basin,smaller
1293,glass is smaller than face,smaller
1294,place is larger than boat,larger
1295,city is larger than direction,larger
1296,boy is smaller than camp,smaller
1297,clock is smaller than dinner,smaller
1298,person is smaller than wall,smaller
1299,office is larger than call,larger
1300,nose is smaller than head,smaller
1301,back is larger than hand,larger
1302,brother is smaller than river,smaller
1303,place is larger than gate,larger
1304,home is larger than car,larger
1305,bank is larger than road,larger
1306,state is larger than body,larger
1307,foot is smaller than door,smaller
1308,meal is smaller than ship,smaller
1309,energy is larger than book,larger
1310,person is larger than coach,larger
1311,finger is smaller than scene,smaller
1312,magazine is smaller than wind,smaller
1313,home is smaller than shore,smaller
1314,ground is larger than bank,larger
1315,person is larger than poet,larger
1316,window is larger than head,larger
1317,head is smaller than room,smaller
1318,person is larger than bag,larger
1319,finger is smaller than front,smaller
1320,teacher is larger than child,larger
1321,tree is larger than rope,larger
1322,beard is larger than picture,larger
1323,daughter is smaller than boat,smaller
1324,boy is smaller than wife,smaller
1325,state is larger than place,larger
1326,river is larger than bed,larger
1327,stone is larger than eye,larger
1328,bag is smaller than arm,smaller
1329,wall is larger than head,larger
1330,everything is larger than state,larger
1331,house is larger than road,larger
1332,wife is smaller than stream,smaller
1333,head is larger than phone,larger
1334,victim is larger than throat,larger
1335,ice is smaller than town,smaller
1336,lady is larger than bottle,larger
1337,eye is smaller than purse,smaller
1338,everything is larger than town,larger
1339,sea is larger than place,larger
1340,back is smaller than car,smaller
1341,house is larger than door,larger
1342,shop is larger than floor,larger
1343,house is larger than seal,larger
1344,person is larger than hinge,larger
1345,dinner is smaller than car,smaller
1346,brother is smaller than farm,smaller
1347,nose is smaller than face,smaller
1348,side is smaller than street,smaller
1349,lady is smaller than doorway,smaller
1350,body is larger than rope,larger
1351,person is larger than throat,larger
1352,horse is larger than door,larger
1353,body is smaller than horse,smaller
1354,everything is larger than hand,larger
1355,someone is smaller than horse,smaller
1356,elbow is smaller than knee,smaller
1357,patient is smaller than bed,smaller
1358,shop is smaller than world,smaller
1359,daughter is larger than rain,larger
1360,boat is larger than basin,larger
1361,lady is smaller than horse,smaller
1362,magistrate is smaller than town,smaller
1363,messenger is smaller than town,smaller
1364,person is larger than knee,larger
1365,door is larger than child,larger
1366,magistrate is smaller than city,smaller
1367,person is larger than messenger,larger
1368,father is smaller than river,smaller
1369,hat is smaller than face,smaller
1370,father is larger than friend,larger
1371,ball is smaller than glass,smaller
1372,fox is smaller than wall,smaller
1373,cross is smaller than door,smaller
1374,arm is larger than knee,larger
1375,piece is smaller than face,smaller
1376,bay is larger than head,larger
1377,child is smaller than bed,smaller
1378,sun is larger than effect,larger
1379,child is smaller than shore,smaller
1380,arm is smaller than room,smaller
1381,sun is larger than piece,larger
1382,element is smaller than picture,smaller
1383,brother is smaller than floor,smaller
1384,lady is larger than mouth,larger
1385,step is larger than hand,larger
1386,father is larger than phone,larger
1387,place is larger than cross,larger
1388,daughter is larger than ear,larger
1389,brick is larger than piece,larger
1390,seed is smaller than road,smaller
1391,cup is smaller than face,smaller
1392,fox is larger than head,larger
1393,side is larger than face,larger
1394,piece is smaller than floor,smaller
1395,someone is smaller than scene,smaller
1396,brother is larger than friend,larger
1397,eye is larger than piece,larger
1398,hat is smaller than gate,smaller
1399,person is larger than book,larger
1400,back is smaller than wall,smaller
1401,sail is smaller than wind,smaller
1402,king is smaller than mountain,smaller
1403,father is larger than fist,larger
1404,rope is smaller than stream,smaller
1405,gentleman is smaller than horse,smaller
1406,shop is larger than friend,larger
1407,lad is larger than hand,larger
1408,coast is smaller than sea,smaller
1409,shop is larger than eye,larger
1410,poet is larger than mouth,larger
1411,ground is larger than back,larger
1412,ear is smaller than shore,smaller
1413,boy is larger than elbow,larger
1414,someone is smaller than river,smaller
1415,person is larger than block,larger
1416,hat is smaller than bag,smaller
1417,person is larger than newspaper,larger
1418,sea is larger than cross,larger
1419,hat is larger than meal,larger
1420,window is smaller than room,smaller
1421,boy is larger than hand,larger
1422,finger is smaller than piece,smaller
1423,head is larger than fist,larger
1424,child is smaller than room,smaller
1425,banker is smaller than door,smaller
1426,brother is smaller than continent,smaller
1427,foot is smaller than continent,smaller
1428,fist is smaller than book,smaller
1429,father is smaller than horse,smaller
1430,gentleman is larger than head,larger
1431,chair is larger than face,larger
1432,ice is smaller than body,smaller
1433,window is smaller than sun,smaller
1434,person is smaller than coast,smaller
1435,gentleman is smaller than flood,smaller
1436,door is smaller than room,smaller
1437,body is larger than light,larger
1438,father is larger than something,larger
1439,tree is larger than gate,larger
1440,tree is larger than book,larger
1441,person is smaller than energy,smaller
1442,town is larger than tree,larger
1443,hill is larger than face,larger
1444,system is larger than element,larger
1445,cup is smaller than head,smaller
1446,river is larger than vessel,larger
1447,poet is larger than king,larger
1448,horse is larger than cross,larger
1449,daughter is larger than dinner,larger
1450,someone is smaller than gate,smaller
1451,house is larger than light,larger
1452,father is larger than teacher,larger
1453,tree is smaller than continent,smaller
1454,teacher is smaller than boat,smaller
1455,tree is smaller than wind,smaller
1456,body is smaller than stream,smaller
1457,father is larger than finger,larger
1458,king is larger than someone,larger
1459,chair is smaller than sun,smaller
1460,someone is smaller than bed,smaller
1461,lamp is smaller than road,smaller
1462,chest is larger than foot,larger
1463,river is larger than ship,larger
1464,person is smaller than scene,smaller
1465,body is smaller than tree,smaller
1466,brother is larger than piece,larger
1467,father is smaller than car,smaller
1468,coach is smaller than ship,smaller
1469,wall is larger than doorway,larger
1470,sea is larger than body,larger
1471,sail is larger than mouth,larger
1472,coach is larger than dinner,larger
1473,room is larger than head,larger
1474,chair is smaller than teacher,smaller
1475,deck is larger than pocket,larger
1476,fox is larger than bag,larger
1477,everything is larger than step,larger
1478,boy is smaller than horse,smaller
1479,lady is larger than face,larger
1480,volunteer is smaller than room,smaller
1481,child is smaller than seal,smaller
1482,home is larger than boy,larger
1483,anchor is smaller than stream,smaller
1484,sun is larger than throat,larger
1485,sun is larger than meal,larger
1486,hat is larger than eye,larger
1487,hat is smaller than town,smaller
1488,window is smaller than place,smaller
1489,poet is larger than book,larger
1490,house is larger than suit,larger
1491,gentleman is larger than face,larger
1492,lock is smaller than head,smaller
1493,messenger is larger than hand,larger
1494,door is larger than picture,larger
1495,father is smaller than town,smaller
1496,sea is larger than floor,larger
1497,chest is larger than eye,larger
1498,foot is smaller than floor,smaller
1499,chest is smaller than sea,smaller
1500,horse is smaller than train,smaller
1501,someone is larger than throat,larger
1502,person is larger than lip,larger
1503,boy is larger than sip,larger
1504,side is smaller than city,smaller
1505,sun is larger than wind,larger
1506,messenger is smaller than road,smaller
1507,person is smaller than home,smaller
1508,car is larger than gate,larger
1509,lock is smaller than face,smaller
1510,king is smaller than farm,smaller
1511,boat is larger than light,larger
1512,house is larger than knife,larger
1513,father is larger than foot,larger
1514,knife is smaller than head,smaller
1515,someone is larger than knife,larger
1516,car is larger than head,larger
1517,watch is smaller than door,smaller
1518,goose is larger than dinner,larger
1519,hat is smaller than place,smaller
1520,place is larger than floor,larger
1521,person is larger than nose,larger
1522,child is larger than face,larger
1523,person is smaller than bench,smaller
1524,sun is larger than face,larger
1525,knife is larger than mouth,larger
1526,ship is smaller than shore,smaller
1527,person is smaller than continent,smaller
1528,person is larger than lock,larger
1529,boy is smaller than floor,smaller
1530,newspaper is smaller than wind,smaller
1531,everything is larger than bed,larger
1532,sun is larger than city,larger
1533,person is smaller than vessel,smaller
1534,hill is smaller than scene,smaller
1535,house is larger than breath,larger
1536,wall is larger than glass,larger
1537,arm is larger than ball,larger
1538,door is larger than face,larger
1539,boy is smaller than flood,smaller
1540,gentleman is smaller than car,smaller
1541,wall is smaller than tree,smaller
1542,victim is smaller than floor,smaller
1543,tree is smaller than town,smaller
1544,someone is smaller than wind,smaller
1545,sun is larger than rain,larger
1546,lady is smaller than city,smaller
1547,bag is smaller than back,smaller
1548,head is larger than ear,larger
1549,place is larger than tree,larger
1550,cross is smaller than floor,smaller
1551,someone is larger than phone,larger
1552,person is smaller than doorway,smaller
1553,brother is larger than dress,larger
1554,city is larger than breath,larger
1555,someone is smaller than street,smaller
1556,brother is larger than king,larger
1557,person is larger than ear,larger
1558,current is larger than hand,larger
1559,back is smaller than tree,smaller
1560,picture is smaller than light,smaller
1561,nose is smaller than fist,smaller
1562,gentleman is larger than knee,larger
1563,place is larger than grass,larger
1564,gentleman is larger than dinner,larger
1565,strap is smaller than head,smaller
1566,teacher is larger than mouth,larger
1567,basin is larger than face,larger
1568,base is larger than place,larger
1569,candidate is smaller than city,smaller
1570,person is larger than disciple,larger
1571,person is smaller than mountain,smaller
1572,brother is smaller than boat,smaller
1573,river is larger than rain,larger
1574,boy is larger than bow,larger
1575,father is larger than food,larger
1576,brother is larger than knife,larger
1577,ice is smaller than place,smaller
1578,tree is larger than rain,larger
1579,patient is smaller than flood,smaller
1580,lover is larger than face,larger
1581,someone is smaller than place,smaller
1582,father is larger than watch,larger
1583,brother is larger than mouth,larger
1584,ash is smaller than door,smaller
1585,meal is smaller than room,smaller
1586,purse is smaller than dress,smaller
1587,sip is smaller than mouth,smaller
1588,person is smaller than piano,smaller
1589,train is larger than coal,larger
1590,daughter is larger than book,larger
1591,foot is smaller than sea,smaller
1592,fox is larger than step,larger
1593,car is smaller than tree,smaller
1594,gate is smaller than farm,smaller
1595,basin is smaller than floor,smaller
1596,messenger is smaller than room,smaller
1597,ear is smaller than hand,smaller
1598,head is larger than mouth,larger
1599,window is smaller than house,smaller
1600,house is smaller than way,smaller
1601,shirt is smaller than floor,smaller
1602,head is larger than chin,larger
1603,someone is larger than newspaper,larger
1604,king is larger than picture,larger
1605,cup is smaller than step,smaller
1606,state is larger than picture,larger
1607,town is larger than store,larger
1608,patient is larger than stone,larger
1609,vessel is larger than head,larger
1610,town is smaller than piece,smaller
1611,king is larger than head,larger
1612,grass is smaller than road,smaller
1613,lad is larger than face,larger
1614,eye is smaller than rope,smaller
1615,stone is smaller than beach,smaller
1616,arm is larger than ear,larger
1617,lock is smaller than floor,smaller
1618,food is smaller than home,smaller
1619,brother is smaller than store,smaller
1620,piece is smaller than city,smaller
1621,mountain is larger than shore,larger
1622,sun is larger than bow,larger
1623,lady is larger than rain,larger
1624,house is smaller than city,smaller
1625,current is larger than bow,larger
1626,arm is smaller than patient,smaller
1627,world is larger than bottle,larger
1628,wall is larger than something,larger
1629,harlot is larger than hand,larger
1630,wall is larger than horse,larger
1631,street is larger than head,larger
1632,father is larger than child,larger
1633,lady is smaller than restaurant,smaller
1634,coach is larger than friend,larger
1635,shop is smaller than street,smaller
1636,horse is larger than ball,larger
1637,body is smaller than bed,smaller
1638,boy is larger than newspaper,larger
1639,piece is smaller than horse,smaller
1640,train is larger than mouth,larger
1641,teacher is smaller than doorway,smaller
1642,sun is larger than dinner,larger
1643,shoulder is smaller than arm,smaller
1644,state is larger than suit,larger
1645,goose is smaller than room,smaller
1646,floor is larger than face,larger
1647,abode is smaller than hill,smaller
1648,coach is larger than child,larger
1649,brother is larger than eye,larger
1650,father is smaller than state,smaller
1651,office is smaller than street,smaller
1652,king is larger than glass,larger
1653,piece is smaller than wall,smaller
1654,horse is larger than knee,larger
1655,phone is smaller than car,smaller
1656,finger is smaller than basin,smaller
1657,lady is larger than head,larger
1658,foot is smaller than world,smaller
1659,seal is smaller than horse,smaller
1660,home is larger than body,larger
1661,lover is smaller than camp,smaller
1662,foot is smaller than ship,smaller
1663,sea is larger than breath,larger
1664,factory is smaller than continent,smaller
1665,head is smaller than car,smaller
1666,child is larger than hand,larger
1667,bag is smaller than room,smaller
1668,hat is larger than hair,larger
1669,foot is smaller than vessel,smaller
1670,person is larger than strap,larger
1671,foot is smaller than bank,smaller
1672,clock is smaller than child,smaller
1673,system is larger than king,larger
1674,train is larger than piece,larger
1675,chair is larger than dinner,larger
1676,wife is smaller than bed,smaller
1677,food is smaller than mouth,smaller
1678,finger is smaller than room,smaller
1679,world is larger than bay,larger
1680,boy is larger than phone,larger
1681,sun is larger than grass,larger
1682,office is larger than step,larger
1683,fist is larger than knee,larger
1684,watch is smaller than body,smaller
1685,messenger is larger than king,larger
1686,father is larger than meal,larger
1687,teacher is smaller than place,smaller
1688,child is smaller than floor,smaller
1689,office is larger than hat,larger
1690,child is smaller than bed,smaller
1691,messenger is larger than head,larger
1692,poet is larger than hand,larger
1693,lady is larger than arm,larger
1694,corner is smaller than block,smaller
1695,finger is smaller than ball,smaller
1696,horse is larger than hand,larger
1697,person is larger than chin,larger
1698,person is smaller than bank,smaller
1699,boy is larger than knee,larger
1700,foot is smaller than chest,smaller
1701,hand is smaller than face,smaller
1702,bank is smaller than everything,smaller
1703,boy is smaller than town,smaller
1704,dinner is larger than glass,larger
1705,nose is smaller than hand,smaller
1706,place is larger than ear,larger
1707,victim is smaller than town,smaller
1708,river is smaller than sea,smaller
1709,river is larger than head,larger
1710,body is smaller than town,smaller
1711,stone is smaller than place,smaller
1712,bed is smaller than ship,smaller
1713,rope is larger than hand,larger
1714,friend is smaller than door,smaller
1715,side is larger than fist,larger
1716,king is smaller than shore,smaller
1717,spoon is smaller than mouth,smaller
1718,stream is smaller than torrent,smaller
1719,friend is smaller than floor,smaller
1720,father is smaller than home,smaller
1721,friend is smaller than farm,smaller
1722,king is larger than object,larger
1723,book is smaller than knee,smaller
1724,brother is larger than step,larger
1725,father is larger than spoon,larger
1726,boy is smaller than shore,smaller
1727,person is larger than mosquito,larger
1728,lady is larger than magazine,larger
1729,tree is larger than face,larger
1730,fist is smaller than face,smaller
1731,magistrate is smaller than home,smaller
1732,room is larger than hand,larger
1733,chair is larger than pocket,larger
1734,hand is larger than knee,larger
1735,city is larger than book,larger
1736,cup is smaller than bag,smaller
1737,poet is smaller than bed,smaller
1738,seal is larger than hand,larger
1739,bed is larger than light,larger
1740,gentleman is larger than ear,larger
1741,breath is smaller than room,smaller
1742,lady is smaller than road,smaller
1743,boy is smaller than store,smaller
1744,father is smaller than farm,smaller
1745,dress is larger than knee,larger
1746,chair is larger than hand,larger
1747,book is smaller than road,smaller
1748,patient is smaller than door,smaller
1749,coach is smaller than house,smaller
1750,poet is larger than head,larger
1751,picture is larger than face,larger
1752,arm is smaller than wife,smaller
1753,patient is smaller than city,smaller
1754,tree is larger than light,larger
1755,bow is smaller than hand,smaller
1756,horse is larger than grass,larger
1757,nose is smaller than book,smaller
1758,person is larger than king,larger
1759,someone is larger than violin,larger
1760,scene is larger than eye,larger
1761,hat is smaller than store,smaller
1762,temple is smaller than city,smaller
1763,eye is smaller than bottle,smaller
1764,house is larger than sink,larger
1765,king is larger than shirt,larger
1766,lady is smaller than place,smaller
1767,hair is smaller than continent,smaller
1768,brother is larger than arm,larger
1769,someone is larger than lamp,larger
1770,hand is larger than mouth,larger
1771,everything is larger than camp,larger
1772,brother is smaller than town,smaller
1773,father is smaller than bank,smaller
1774,bay is larger than ear,larger
1775,wall is smaller than city,smaller
1776,boy is larger than dinner,larger
1777,horse is larger than light,larger
1778,clothes is smaller than tree,smaller
1779,lady is larger than cross,larger
1780,tree is larger than lamp,larger
1781,person is smaller than camp,smaller
1782,head is smaller than floor,smaller
1783,place is smaller than continent,smaller
1784,state is larger than ear,larger
1785,place is larger than door,larger
1786,fox is smaller than place,smaller
1787,person is larger than basin,larger
1788,person is larger than magistrate,larger
1789,breath is smaller than wind,smaller
1790,person is smaller than bower,smaller
1791,horse is smaller than stream,smaller
1792,cup is smaller than chest,smaller
1793,father is smaller than window,smaller
1794,tree is larger than head,larger
1795,finger is smaller than hand,smaller
1796,bag is smaller than bed,smaller
1797,everything is larger than shore,larger
1798,brother is smaller than car,smaller
1799,person is smaller than hill,smaller
1800,body is smaller than vessel,smaller
1801,piece is smaller than poet,smaller
1802,person is larger than picture,larger
1803,father is smaller than factory,smaller
1804,patient is larger than picture,larger
1805,finger is larger than nose,larger
1806,horse is smaller than camp,smaller
1807,everything is larger than place,larger
1808,lady is larger than rope,larger
1809,teacher is larger than breath,larger
1810,someone is larger than ball,larger
1811,head is smaller than shirt,smaller
1812,seal is larger than head,larger
1813,food is smaller than bed,smaller
1814,friend is larger than elbow,larger
1815,bank is smaller than ship,smaller
1816,ice is smaller than mountain,smaller
1817,window is larger than eye,larger
1818,wife is smaller than exile,smaller
1819,foot is smaller than hat,smaller
1820,person is smaller than stream,smaller
1821,beard is larger than mouth,larger
1822,child is smaller than gate,smaller
1823,foot is smaller than mountain,smaller
1824,abode is larger than foot,larger
1825,hair is smaller than rope,smaller
1826,meal is larger than cup,larger
1827,person is larger than hip,larger
1828,shoulder is smaller than door,smaller
1829,sail is smaller than mountain,smaller
1830,eye is smaller than child,smaller
1831,food is smaller than sea,smaller
1832,face is larger than bottle,larger
1833,coach is smaller than ground,smaller
1834,ground is larger than tree,larger
1835,person is larger than coal,larger
1836,brother is smaller than mountain,smaller
1837,lady is smaller than street,smaller
1838,someone is smaller than hill,smaller
1839,tree is larger than head,larger
1840,bow is smaller than beach,smaller
1841,block is larger than mouth,larger
1842,bed is larger than piece,larger
1843,lover is smaller than shore,smaller
1844,seal is smaller than everything,smaller
1845,patient is larger than face,larger
1846,lady is smaller than floor,smaller
1847,place is larger than something,larger
1848,child is larger than dress,larger
1849,home is larger than wall,larger
1850,person is larger than light,larger
1851,goose is smaller than place,smaller
1852,side is larger than middle,larger
1853,knife is smaller than dinner,smaller
1854,breath is smaller than hand,smaller
1855,foot is larger than coal,larger
1856,sea is larger than ship,larger
1857,bow is smaller than shore,smaller
1858,foot is smaller than scene,smaller
1859,cup is larger than elbow,larger
1860,ice is smaller than boat,smaller
1861,hand is larger than glass,larger
1862,house is larger than bottle,larger
1863,patient is smaller than train,smaller
1864,patient is smaller than room,smaller
1865,home is larger than wife,larger
1866,arm is smaller than bed,smaller
1867,daughter is smaller than room,smaller
1868,lady is larger than skirt,larger
1869,bayonet is larger than head,larger
1870,eye is smaller than bed,smaller
